,ID,label,subset,resolution,duration,caption,url
657,dea_92hDJnU,Clipping cat claws,validation,1920x1080,214.25,"[([7.5, 24.64], 'A veterinarian speaks to the camera while a cat sits on her desk.'), ([25.71, 46.06], ' The cat leaves the desk and the vet continues speaking.'), ([47.14, 68.56], ' The cat returns and the vet holds its paw.'), ([69.63, 134.98], ' The vet holds claw scissors in her hand and a vet assistant stops by her desk to hold the cat as the vet cuts the claws of he cat.'), ([136.05, 155.33], ' The vet sits on a chair with the cat in her lap.'), ([156.4, 175.69], ' She continues cutting the claws of the cat.'), ([176.76, 214.25], ' The cat and vet return to stand by her desk and the cat eats some food from a can.')]",https://www.youtube.com/watch?v=dea_92hDJnU
658,79FMLEeVp7Q,Canoeing,validation,1280x720,135.09,"[([0, 36.48], 'A man walks alone through a forest.'), ([31.75, 40.53], ' A woman joins the man and they walk together, past more trees.'), ([42.55, 56.74], ' They pass more people near mountains.'), ([53.36, 64.85], ' They join a crowd alone a lake.'), ([69.57, 102], '  Three people ride a canoe near the base of the mountains.'), ([104.02, 135.09], ' The cameraman explores again behind following the couple.')]",https://www.youtube.com/watch?v=79FMLEeVp7Q
659,ru4NMIVZqrg,Getting a piercing,training,1280x720,187.22,"[([0, 13.11], 'A girl walks out of a room and down a hall.'), ([14.04, 35.57], ' She puts down her duffel bag before lying down on a table.'), ([37.44, 100.16], ' Someone hands her a cup and she drinks it, then they work on tattooing her tongue.'), ([101.1, 140.42], ' A rod is inserted into her tonue and clipped, creating a piercing.'), ([142.29, 187.22], ' She sticks out her tongue at the camera, showing off her piercing.')]",https://www.youtube.com/watch?v=ru4NMIVZqrg
660,jdfe-CV_cpE,Getting a haircut,training,1920x1080,226.32999999999998,"[([0, 61.11], 'Three men sit together on a couch.'), ([59.98, 76.95], ' A man gets up and walks into a barber shop.'), ([76.95, 130.14], ' He sits down and gets his hair cut.'), ([123.35, 156.16], ' He is sleeping in the chair.'), ([155.03, 162.95], ' He wakes up and looks in a mirror.'), ([168.61, 179.93], ' Him and the man start fighting.'), ([185.59, 203.69], ' The man pulls a gun and points it at the other man.'), ([203.69, 226.33], ' He runs into another mans arms and they walk out the door.')]",https://www.youtube.com/watch?v=jdfe-CV_cpE
661,hsPepNAzu_Q,Horseback riding,validation,1280x720,86.05,"[([0, 7.31], 'A lady sits in a chair and talks.'), ([1.72, 6.88], ' A title bar appears and fades.'), ([7.31, 16.35], ' People ride on horses through the woods.'), ([16.78, 20.65], ' We see the horses in the stables .'), ([21.08, 44.75], ' We see the people ride in the woods an in a ring.'), ([45.18, 76.59], ' The lady talks and we see people riding horses and in the stables.'), ([77.88, 86.05], ' We see the lady speak and the screen goes white.')]",https://www.youtube.com/watch?v=hsPepNAzu_Q
662,Pv6oIFroaCQ,Baking cookies,validation,1280x720,173.71,"[([0, 12.16], 'A woman stands and discusses before beginning a dish.'), ([19.11, 33], ' Butter and sugar are mixed in a bowl.'), ([34.74, 44.3], ' Dry ingredients are added to a separate bowl and mixed.'), ([46.9, 59.93], ' The dry ingredients are added to a bowl with blended wet ingredients.'), ([60.8, 73.83], ' The cookie dough is placed in a pan and set into an oven.'), ([127.68, 132.02], ' The baked cookies are removed from the oven.'), ([74.69, 125.94], ' The lady discusses the recipe after the cookies have been made.'), ([133.76, 153.73], ' The lady eats a baked good and shares with her dog.')]",https://www.youtube.com/watch?v=Pv6oIFroaCQ
663,87JvCGMC514,Kite flying,validation,1280x720,113.66,"[([0, 113.66], 'Many people walk around a beach and fly kites on a sunny day.'), ([0, 50.01], ' A child chases after a kit flying in the air on the beach.'), ([26.71, 37.51], ' A group of spectators walk by and dodge the kite.'), ([49.44, 61.38], ' The boy gives up and the kite flies high into the air.'), ([61.38, 78.43], ' The boy lies on the ground and the kite dive bombs at him.'), ([77.86, 86.95], ' The mother comforts the boy from the flying kit attacks.'), ([95.48, 113.66], ' People on the peer grab at the kite as it flies near them.')]",https://www.youtube.com/watch?v=87JvCGMC514
664,q_eRxmeGJBY,Using the pommel horse,training,1920x1080,98.03999999999999,"[([0, 3.92], 'We see an image of a male gymnast in mid swing.'), ([3.92, 14.71], ' We see a title card with a family on it.'), ([14.71, 62.74], ' A man swings around on a pommel horse.'), ([62.74, 83.82], ' A man in blue plan swing his legs back and forth.'), ([83.82, 90.19], ' The man in red shorts is spinning wildly.'), ([90.19, 98.04], ' He then spins on a round device.')]",https://www.youtube.com/watch?v=q_eRxmeGJBY
665,C8fyaj592GA,Doing step aerobics,training,1280x720,110.92,"[([0, 1.11], 'Individuals stand behind black platforms awaiting instructions.'), ([1.66, 110.92], ' Individuals are using dance moves to exercise using the platform.'), ([39.93, 41.04], ' The people do jumping jacks to the right of the platform.'), ([85.96, 88.18], ' The individuals do jumping jacks at the left of the platform.'), ([107.59, 110.92], ' The lady who had been instructing the group continuously claps her hands and begins to leave.')]",https://www.youtube.com/watch?v=C8fyaj592GA
666,_86X1xtj67w,Dodgeball,training,1920x1080,209.31,"[([0, 55.47], 'Two teams plays throwing balls to hit an opponent.'), ([55.47, 80.58], ' Two boys advance to the center and throw the balls, then they return to his place.'), ([80.58, 120.35], ' After, the other team advance throwing balls and hit one player wearing purple t-shirt.'), ([120.35, 166.4], ' They continue playing taking turns to hit the balls.'), ([166.4, 209.31], ' People handle balls to players, then they go to the center to hit other team with the balls.')]",https://www.youtube.com/watch?v=_86X1xtj67w
667,-01K1HxqPB8,Sumo,validation,1280x720,215.71,"[([0, 34.51], 'We see two men in a gym wearing lifting belts, one is talking.'), ([34.51, 53.93], ' One man squats down, and lunges at the other man.'), ([75.5, 86.29], "" We zoom out to see the man's full body.""), ([104.62, 132.66], ' The left man squats down as the other leans forward.'), ([125.11, 134.82], ' The right man pats the other on the head and he stands.'), ([135.9, 170.41], ' The two men then lunge at each other.'), ([199.54, 214.64], ' The left man lunges at the right.')]",https://www.youtube.com/watch?v=-01K1HxqPB8
668,eUxFTEeNIGg,Rope skipping,validation,1280x720,84.8,"[([0, 3.39], 'We see an opening title screen.'), ([5.51, 64.02], ' A man jumps rope in a boxing ring in a mall as people watch.'), ([38.58, 46.64], ' The man loses his rhythm and has to start over two times.'), ([65.3, 78.44], ' The man stops jumping and his coach pulls the tape off his hands.'), ([79.29, 84.8], ' We then see the ending screen.')]",https://www.youtube.com/watch?v=eUxFTEeNIGg
669,aIvWwX--xKw,Preparing salad,training,1280x720,83.62,"[([0, 9.2], 'A woman is standing behind a counter in a kitchen.'), ([7.94, 12.54], ' She takes the lid off of a pot of salad.'), ([12.96, 35.95], ' She moves the salad into a new bowl.'), ([33.03, 39.3], ' She takes the towel and puts it over the lettuce.'), ([43.9, 61.46], ' She takes the lettuce and puts it in a wooden bowl.'), ([65.22, 71.49], ' She tosses the salad with two spoons.')]",https://www.youtube.com/watch?v=aIvWwX--xKw
670,y9kk0ptXevk,Cleaning shoes,validation,1280x720,94.85,"[([0, 4.74], 'We see an opening title screen.'), ([4.74, 8.06], ' A pair of red boots sit on a table.'), ([8.06, 77.31], ' A lady talks and pours soap in a glass then wipes the boots with the soap.'), ([76.83, 85.84], ' The lady talks and shows a bottle of olive oil.'), ([85.37, 94.85], ' We see the closing title screen.')]",https://www.youtube.com/watch?v=y9kk0ptXevk
671,woiigfrANUM,Skateboarding,training,1280x720,141.71,"[([0, 38.26], 'A man stands in an arena preparing to skateboard.'), ([39.68, 70.86], ' The man skates down a halfpipe and goes back and forth from one end to the other.'), ([70.86, 74.4], ' The man loses his skateboard and comes down the wall on his knees.'), ([75.82, 132.5], "" We see the man's disappointment as another man prepares to skate.""), ([133.21, 141.71], ' The man walks away and hops on his skateboard behind the stage.')]",https://www.youtube.com/watch?v=woiigfrANUM
672,NA8fCmbHwU8,Beach soccer,training,1280x720,83.89,"[([3.78, 8.39], 'A team rides together on a bus.'), ([12.16, 65.44], ' Teams play games of beach soccer.'), ([62.5, 65.44], ' A man makes a bicycle kick in the sand.'), ([65.86, 74.25], ' The winning team holds up a trophy together and celebrates.'), ([41.53, 62.08], ' Teammates call from the bench and cheer.')]",https://www.youtube.com/watch?v=NA8fCmbHwU8
673,DfFqlrv7F2g,Putting on shoes,validation,1280x720,78.46000000000001,"[([0, 13.34], 'A woman sits at the foot of a bed.'), ([14.52, 20.79], ' She bends down to put socks on, then grabs her back in pain.'), ([21.97, 25.11], ' A man does the same.'), ([28.64, 51], ' They are then seen using a tool to apply their socks, then their shoes comfortably.'), ([51.39, 64.34], ' The woman talks to the camera while holding the tool, and then the man does also.'), ([69.83, 78.46], ' Another woman appears to do the same.')]",https://www.youtube.com/watch?v=DfFqlrv7F2g
674,EeGunBjmpFw,Roof shingle removal,training,720x1280,70.8,"[([0, 37.88], 'A man in a jacket talks in front of  house as men stand on the roof.'), ([8.14, 9.91], ' A man throws shingles off the roof in the background.'), ([16.64, 32.57], ' The men continue to throw the shingles off the roof.'), ([37.52, 70.8], ' The man holding the camera turns and climbs the ladder and stands on the rooftop.'), ([63.36, 70.8], ' The man turns the camera on himself and continues to talk.')]",https://www.youtube.com/watch?v=EeGunBjmpFw
675,vWz90CichbM,Fixing the roof,training,1920x1080,78.09,"[([0, 6.25], 'The video starts showing the company logo for a roofing company.'), ([6.25, 59.35], ' A voice is heard reciting the steps to applying ridges on a roof.'), ([6.64, 57], ' As the voice recites the steps, an older man is shown on video performing these steps to a roof.'), ([53.49, 59.35], ' As the voice says the steps are complete, the final shot shows a close up of the completed ridges.'), ([60.13, 78.09], ' The video ends with the company logo.')]",https://www.youtube.com/watch?v=vWz90CichbM
676,Kd_qpMbvRtI,Wakeboarding,training,1920x1080,152.81,"[([0, 9.93], 'We see a title on a dark gray screen, We see a boat on a lake from different angles.'), ([22.92, 25.98], ' A person riding a surfboard behind the boat does a flip.'), ([34.38, 45.08], ', We are shown the interior of the the boat.'), ([34.38, 146.7], ' We see the interior then the outside of the boat intermittently.'), ([111.55, 113.84], ' We see people on a raft being pulled by the boat.'), ([122.25, 138.29], ' A girl grabs something form a cabinet then jumps in the water.'), ([148.23, 152.81], ' We see the end credit scenes.')]",https://www.youtube.com/watch?v=Kd_qpMbvRtI
677,4j7_nh61bvo,Sumo,training,1920x1080,111.22,"[([10.01, 15.02], 'The video by TMZ is showing several overweight men as part of the sumo destruction event.'), ([15.02, 29.47], ' It shows a picture of singer George Michael too.'), ([29.47, 32.81], "" There's a panel of people sitting in a studio talking about the event.""), ([32.81, 58.95], ' They are reading a script and laughing.'), ([58.95, 87.31], ' There are pictures of sumo wrestlers shown too.'), ([87.31, 102.33], ' It also shows sumo wrestlers wrestling as spectators watch the event.')]",https://www.youtube.com/watch?v=4j7_nh61bvo
678,NnMMEFglHBQ,Vacuuming floor,validation,1280x720,158.9,"[([4.77, 11.92], 'A woman talks to the camera while next to a vacuum cleaner.'), ([15.1, 30.98], ' Closeups of the vacuum cleaner working is shown.'), ([30.98, 50.85], ' The woman is shown filling a container in close up.'), ([54.02, 58.79], ' The woman seals the container.'), ([60.38, 61.97], ' The woman inserts the container into the vacuum.'), ([67.53, 95.34], ' More closeups of the vacuum cleaner working are shown.'), ([96.13, 115.2], ' The woman uses some instruments next to the vacuum cleaner.'), ([122.35, 153.33], ' The woman demonstrates cleaning out the vacuum cleaner.')]",https://www.youtube.com/watch?v=NnMMEFglHBQ
